0.250000	2.000000	speaker1
2.250000	3.553531	speaker2
3.500000	5.500000	speaker1
5.500000	7.250000	speaker2
7.250000	9.750000	speaker1
9.750000	12.659453	speaker2
12.750000	16.067768	speaker1
16.250000	18.929385	speaker2
19.000000	20.750000	speaker1
20.757403	22.448747	speaker2
22.500000	23.250000	speaker3
23.500000	24.250000	speaker2
24.250000	26.096241	speaker1
26.000000	27.898633	speaker2
28.000000	30.478360	speaker1
30.500000	32.500000	speaker2
32.500000	34.750000	speaker1
34.750000	36.750000	speaker2
36.750000	39.250000	speaker1
39.250000	40.634966	speaker2
40.750000	42.000000	speaker1
42.250000	43.086560	speaker2
43.000000	44.750000	speaker1
