0.000000	1.153679	speaker2
1.165760	2.059710	speaker1
2.186555	2.875138	speaker2
2.911379	5.000000	speaker1
5.000000	7.000000	speaker2
7.000000	9.609968	speaker1
9.700571	10.750000	speaker2
10.750000	14.176363	speaker1
14.250000	16.750000	speaker2
16.750000	20.385695	speaker1
20.500000	23.000000	speaker2
23.000000	26.086707	speaker1
26.112103	28.500000	speaker2
28.500000	30.000000	speaker1
30.000000	31.582388	speaker2
31.500000	33.500000	speaker1
33.659776	35.250000	speaker2
35.250000	37.250000	speaker1
37.250000	39.064032	speaker2
39.104665	41.000000	speaker1
41.000000	42.678127	speaker2
42.750000	45.009029	speaker1
