0.250000	2.000000	speaker1
2.000000	3.750000	speaker2
3.750000	4.500000	speaker1
4.500000	5.250000	speaker2
5.250000	6.000000	speaker1
6.000000	6.750000	speaker2
6.750000	8.238442	speaker1
8.250000	9.000000	speaker2
9.000000	9.750000	speaker1
9.750000	10.500000	speaker2
10.500000	11.986883	speaker1
11.750000	12.750000	speaker2
12.750000	13.750000	speaker1
13.750000	14.500000	speaker2
14.500000	15.999441	speaker1
16.000000	16.750000	speaker2
16.750000	17.766998	speaker1
17.750000	18.500000	speaker2
18.500000	19.250000	speaker1
19.250000	20.000000	speaker2
20.000000	22.487687	speaker1
22.500000	23.500000	speaker2
23.250000	24.750000	speaker1
24.750000	25.500000	speaker2
25.500000	26.250000	speaker1
26.250000	27.760787	speaker2
27.750000	29.391642	speaker1
29.250000	30.998337	speaker2
31.000000	32.303022	speaker1
32.250000	33.250000	speaker2
33.000000	34.737225	speaker1
34.750000	35.750000	speaker2
35.750000	36.500000	speaker1
36.500000	38.059338	speaker2
38.000000	39.000000	speaker1
39.000000	39.750000	speaker2
39.750000	41.242526	speaker1
41.250000	43.750000	speaker2
43.750000	44.256589	speaker1
44.250000	45.000000	speaker2
