0.000000	3.250000	speaker1
3.382688	7.681451	speaker2
7.750000	10.734967	speaker1
10.750000	12.088466	speaker2
12.250000	13.750000	speaker1
14.000000	15.500000	speaker2
15.500000	17.250000	speaker1
17.500000	19.000000	speaker2
19.000000	20.326909	speaker1
20.398017	21.750000	speaker2
21.750000	27.021278	speaker1
27.000000	31.338587	speaker2
31.500000	34.000000	speaker1
34.000000	36.153657	speaker2
36.250000	37.750000	speaker1
37.750000	39.250000	speaker2
39.250000	40.613184	speaker1
40.750000	41.750000	speaker2
42.000000	44.067031	speaker1
44.087348	45.000000	speaker2
