0.000000	0.750000	speaker1
0.750000	1.500000	speaker2
1.500000	2.930687	speaker1
3.000000	3.500000	speaker2
3.500000	5.071237	speaker1
5.071237	5.854191	speaker2
6.000000	6.750000	speaker1
7.000000	8.000000	speaker2
8.000000	8.750000	speaker1
8.750000	9.500000	speaker2
9.500000	10.250000	speaker1
10.500000	11.250000	speaker2
11.250000	13.389216	speaker1
13.500000	14.000000	speaker2
14.250000	15.723709	speaker1
15.750000	17.440460	speaker2
17.447643	18.500000	speaker1
18.500000	19.250000	speaker2
19.250000	20.000000	speaker1
20.000000	21.700012	speaker2
21.750000	23.000000	speaker1
23.250000	23.750000	speaker2
23.750000	24.750000	speaker1
24.750000	25.500000	speaker2
25.500000	26.000000	speaker1
26.250000	27.000000	speaker2
27.000000	28.631661	speaker1
28.750000	30.176018	speaker2
30.250000	31.000000	speaker1
31.250000	31.935867	speaker2
32.000000	33.688532	speaker1
33.750000	34.250000	speaker2
34.500000	35.500000	speaker1
35.500000	36.500000	speaker2
36.612036	37.394989	speaker1
37.500000	38.250000	speaker2
38.250000	39.000000	speaker1
39.183570	39.750000	speaker2
39.750000	43.629882	speaker1
43.750000	44.500000	speaker2
