0.000000	1.250000	speaker2
1.250000	2.500000	speaker1
2.500000	3.962375	speaker2
4.000000	5.750000	speaker1
5.750000	7.417373	speaker2
7.500000	9.477083	speaker1
9.500000	11.099874	speaker2
11.250000	12.868736	speaker1
13.000000	14.250000	speaker2
14.250000	17.750569	speaker1
17.750000	19.250000	speaker2
19.283884	23.751424	speaker1
23.750000	25.579442	speaker2
25.500000	28.308656	speaker1
28.500000	30.755979	speaker2
30.750000	32.797551	speaker1
33.000000	34.531606	speaker2
34.500000	39.272494	speaker1
39.250000	43.620444	speaker2
43.750000	44.500000	speaker1
44.500000	45.000000	speaker2
