0.000000	0.848224	speaker1
1.000000	3.890658	speaker2
4.000000	7.217526	speaker1
7.250000	10.234563	speaker2
10.250000	12.372901	speaker1
12.500000	13.500000	speaker2
13.500000	14.500000	speaker1
14.500000	15.613423	speaker2
15.750000	18.250000	speaker1
18.500000	21.276717	speaker2
21.250000	22.500000	speaker1
22.250000	24.308992	speaker1
24.500000	27.432692	speaker2
27.500000	29.000000	speaker1
29.250000	31.000000	speaker2
31.000000	32.750000	speaker1
32.750000	34.370862	speaker2
34.381021	35.965727	speaker1
36.000000	37.301553	speaker2
37.250000	39.343387	speaker1
39.500000	41.146498	speaker2
41.151578	44.625742	speaker1
44.750000	45.000000	speaker2
